premise,hypothesis,label,triplet_nr
"A pile of seaweed sits on the sand, behind it a big black dog is running in the water.",The dog is chasing a ball thrown into the water.,1,97600
"A pile of seaweed sits on the sand, behind it a big black dog is running in the water.",A dog is running at the beach.,0,97600
"A pile of seaweed sits on the sand, behind it a big black dog is running in the water.",The dog is sitting on the sand.,2,97600
Three people looking at produce on a cart.,The people looked at the produce.,0,97607
Three people looking at produce on a cart.,The woman took the produce off of the cart.,2,97607
Three people looking at produce on a cart.,The people looked at the produce on clearance.,1,97607
Little kid on a man's shoulders and another man holding a blue backpack in front of a canyon.,A kid on his father's shoulders.,1,97618
Little kid on a man's shoulders and another man holding a blue backpack in front of a canyon.,A kid sleeping in bed.,2,97618
Little kid on a man's shoulders and another man holding a blue backpack in front of a canyon.,Kid on a man's shoulders.,0,97618
A lady holds a baby in a hospital room.,The lady is the mother.,1,97624
A lady holds a baby in a hospital room.,The lady is inside.,0,97624
A lady holds a baby in a hospital room.,The lady is holding her puppy outdoors.,2,97624
Two men standing on the shore beside their kayaks at dusk.,Men are on the shore,0,97635
Two men standing on the shore beside their kayaks at dusk.,The men are friends,1,97635
Two men standing on the shore beside their kayaks at dusk.,It's noon,2,97635
A large group of competing cyclists are cycling down a road lined with trees.,Competing cyclists are cycling down a road.,0,97654
A large group of competing cyclists are cycling down a road lined with trees.,Cyclists are cycling down a bumpy road.,1,97654
A large group of competing cyclists are cycling down a road lined with trees.,cyclists are cycling down the highway.,2,97654
A tennis player in mid-swing at a match.,The tennis player is sleeping.,2,97662
A tennis player in mid-swing at a match.,The tennis player is in a match,0,97662
A tennis player in mid-swing at a match.,The tennis player is playing,1,97662
Man in black and white playing tennis.,A man is inside eating dinner,2,97663
Man in black and white playing tennis.,A racket sports player is here.,0,97663
Man in black and white playing tennis.,A man is losing in doubles tennis,1,97663
A man standing next an older silver van.,A man is next to a vehicle.,0,97679
A man standing next an older silver van.,Classic van needs repainting.,1,97679
A man standing next an older silver van.,a man stands next to a van,0,97679
A young man wearing nail polish and sitting on the floor is looking through a book while a young woman stands over him.,A man plays on his phone.,2,97687
A young man wearing nail polish and sitting on the floor is looking through a book while a young woman stands over him.,A man looks at a book.,0,97687
A young man wearing nail polish and sitting on the floor is looking through a book while a young woman stands over him.,A woman tutors a difficult student.,1,97687
A woman in blue studies the street.,The woman is old,1,97739
A woman in blue studies the street.,The woman is in green,2,97739
A woman in blue studies the street.,The woman is in blue,0,97739
Five people are playing various instruments in a band.,An up and coming band practices for a gig.,1,97752
Five people are playing various instruments in a band.,A person practices fighting skills.,2,97752
Five people are playing various instruments in a band.,A quintet of humans playing music.,0,97752
Two women sitting down reading newspapers.,Two women enjoying a cozy sunday morning on the couch.,1,97760
Two women sitting down reading newspapers.,Two women reading the paper together.,0,97760
Two women sitting down reading newspapers.,A man implies that he is very strong.,2,97760
A man placing his hand inside the pot of a small tree as he squats behind a row of other small trees.,The man is standing up straight.,2,97793
A man placing his hand inside the pot of a small tree as he squats behind a row of other small trees.,A man eating a jelly doughnut,2,97793
A man placing his hand inside the pot of a small tree as he squats behind a row of other small trees.,a man is checking how old the tree is,1,97793
Two women in leopard print dresses walk down the street.,Two women are walking together.,1,97802
Two women in leopard print dresses walk down the street.,There are women walking on a street.,0,97802
Two women in leopard print dresses walk down the street.,The two women are wearing plaid pink dresses.,2,97802
A man is grilling sausages.,The man is outside.,0,97806
A man is grilling sausages.,The man is making dinner.,1,97806
A man is grilling sausages.,The man is baking a cake.,2,97806
A man and woman are on a gray and white rowboat.,Ducks try to climb a moderately sized hill.,2,97810
A man and woman are on a gray and white rowboat.,There are many people are a rowboats.,1,97810
A man and woman are on a gray and white rowboat.,A couple completes in a coed rowing race.,1,97810
This woman is dressed in black and holding a cup.,The woman is wearing clothes.,0,97821
This woman is dressed in black and holding a cup.,She has nothing in her hands.,2,97821
This woman is dressed in black and holding a cup.,The cup contains coffee.,1,97821
A young child that has a monarch butterfly resting on his finger.,A young child swims in his pool.,2,97851
A young child that has a monarch butterfly resting on his finger.,A person is with a butterfly.,0,97851
A young child that has a monarch butterfly resting on his finger.,A young boy that has a monarch butterfly resting on his finger.,1,97851
The little boy has a butterfly on his dirt-laden hands.,a boy collecting insects,1,97852
The little boy has a butterfly on his dirt-laden hands.,a boy with hsi bug,0,97852
The little boy has a butterfly on his dirt-laden hands.,a boys sleeping in a bathtub,2,97852
a woman crossing a wooden link wire bridge,A woman crosses a bridge.,0,97873
a woman crossing a wooden link wire bridge,A woman flies a plane.,2,97873
a woman crossing a wooden link wire bridge,A woman crosses a bridge that is over a river.,1,97873
The woman is walking on a rickety narrow bridge.,She does not fear for her safety.,1,97875
